num_leaves,max_depth,min_child_samples,best iteration,model size,train rmse,test rmse,test rmse stddev
250,35,50,1133,23460153,1766640,4498460,150123.4577094394
200,35,50,1166,20041085,1900107,4480515,143579.34844329226
150,35,50,1449,18788791,1968545,4469715,149112.66845669778
100,35,50,2319,20026063,1895051,4448487,140063.11640049412
50,35,50,3553,15647610,2223664,4448306,140342.75627775156
31,35,50,4996,13968110,2433976,4455679,133907.19550033563
25,35,50,6135,14036843,2473561,4463315,137179.9236102758
20,35,50,6422,11977419,2689821,4468653,127420.31886947894
10,35,50,9573,9742458,3158393,4516330,144755.53035827575
1000,35,40,913,30225039,1502226,4552180,158519.8157472279
500,35,40,931,27863548,1546388,4535322,156123.3363375217
300,35,40,887,21701882,1716707,4483560,148581.11769454883
250,35,40,1091,23059790,1682239,4476838,153835.33381168358
200,35,40,1245,21396200,1748146,4467642,153690.30408159716
150,35,40,1619,20902694,1796185,4447737,157272.69319738116
100,35,40,2255,19397236,1860084,4443046,143715.6089582464
50,35,40,3739,16403614,2099480,4426896,137000.7204156259
31,35,40,5297,14758090,2302075,4444290,135098.78062681068
25,35,40,6093,13896836,2409952,4456815,147657.6480636887
20,35,40,6489,12065532,2615232,4465210,142649.03074121932
10,35,40,9368,9516494,3127457,4508497,145636.09351756735
1000,35,30,872,35676953,1208170,4540656,154317.87170914703
500,35,30,804,28751988,1361132,4497679,148059.08962860037
300,35,30,985,24960238,1452506,4460097,144081.9499658986
250,35,30,1195,25531882,1427536,4436482,144930.0582407462
200,35,30,1415,24247336,1492690,4433584,145863.08754642156
150,35,30,1926,24733940,1501765,4419045,132382.16009279946
100,35,30,2576,22043399,1627599,4417234,143421.42182393488
50,35,30,4070,17775060,1924898,4414528,132088.22079866796
31,35,30,5616,15583357,2146767,4426174,141366.26263284692
25,35,30,5766,13103859,2386556,4442899,138621.0677792383
20,35,30,6426,11910051,2547800,4446576,125871.9937879084
10,35,30,9217,9339519,3068234,4504117,137928.4381083003
1000,35,25,758,35631116,1101320,4540331,145100.73877561805
500,35,25,726,28242452,1273999,4484802,153296.22081173697
300,35,25,1113,28449814,1266359,4440829,144268.31880617706
250,35,25,1247,26628540,1319084,4436097,144000.4962629589
200,35,25,1497,25571515,1377814,4418685,145183.45904952264
150,35,25,1849,23679839,1480466,4404285,142904.78981790945
100,35,25,2412,20580058,1642046,4401962,137290.7574209531
50,35,25,4125,17964769,1875936,4406428,125846.34922885508
31,35,25,5655,15654192,2103818,4414901,130166.54839713094
25,35,25,6207,14070441,2269596,4430404,134562.58025016027
20,35,25,7036,13007758,2436113,4439130,134205.63341912915
10,35,25,8786,8890863,3068226,4502340,139068.0270344066
1000,35,20,670,38421656,954976,4539790,152713.8167583837
500,35,20,711,29671495,1148239,4479650,132992.71975142622
300,35,20,1109,28322705,1200045,4432492,145596.8415820868
250,35,20,1284,27334777,1255698,4424805,146195.7231417432
200,35,20,1538,26191935,1284890,4411355,139968.18472523132
150,35,20,1948,24882974,1353798,4396251,134522.94768309777
100,35,20,2598,22108940,1504840,4390053,133045.13138601702
50,35,20,4125,17925539,1816822,4395768,126432.70774260531
31,35,20,5430,14999220,2074058,4408703,136708.10152237135
25,35,20,6849,15488265,2108465,4413688,133735.63802994677
20,35,20,7143,13178640,2343670,4427242,135371.1816250072
10,35,20,9482,9577669,2942739,4488307,145559.14171753556
1000,35,15,492,37476867,896277,4549575,134662.13176479
500,35,15,769,34029287,974380,4475799,134494.21310459683
300,35,15,1324,35223045,967268,4429140,150113.30150007035
250,35,15,1395,30887172,1109531,4417062,136790.7206544872
200,35,15,1694,29985627,1131797,4407195,147394.53142642832
150,35,15,2109,27972706,1220019,4384002,144945.87881034735
100,35,15,3052,26928028,1294767,4380986,134715.58085948057
50,35,15,4564,20459075,1641129,4376800,128258.18975883101
31,35,15,5901,16743177,1937472,4401646,141927.60098883152
25,35,15,7098,16456731,1986546,4388311,129437.97776149977
20,35,15,7712,14548765,2187004,4414485,144990.6074152667
10,35,15,8836,9050417,2961715,4487220,157801.98498587144
1000,35,10,448,42228145,747785,4557188,141901.42686398013
500,35,10,860,40813469,794586,4472498,138638.94987467484
300,35,10,1398,39743986,883279,4419279,134150.7969110261
250,35,10,1660,39274916,863950,4410514,132563.44158158803
200,35,10,1716,32373790,1106676,4382473,135557.17307472002
150,35,10,2660,37618813,944615,4377221,136414.93826744097
100,35,10,2815,26338630,1269568,4367959,126792.2038219298
50,35,10,4586,21673743,1544357,4362232,126028.40564358867
31,35,10,6007,17851738,1822709,4374915,122444.13566586975
25,35,10,7184,17395901,1894735,4383208,133338.77017348373
20,35,10,8124,15933622,2047102,4392150,124651.38040334349
10,35,10,9811,10288241,2783887,4468987,135052.8713243368
1000,35,5,609,57798569,429528,4572460,127885.68578075594
500,35,5,1274,60418657,441668,4461615,132471.04777190872
300,35,5,1629,46256556,615350,4395312,130310.93660066927
250,35,5,1811,42824156,684650,4390247,131762.00112853956
200,35,5,2400,45378412,618043,4361345,127009.23055545072
150,35,5,2725,38554363,790577,4349224,130949.09315643506
100,35,5,3677,34580523,912398,4358372,133513.4822384341
50,35,5,4935,23453606,1354747,4351404,117638.7533237478
31,35,5,6690,20015441,1598217,4371928,123101.63496796426
25,35,5,7350,17905976,1767324,4377314,121917.77379929136
20,35,5,7775,15344225,1992021,4391018,133356.07896574348
10,35,5,9707,10233763,2716246,4462827,137585.2237056454
1000,35,3,822,76175756,260386,4558066,130120.2294330691
500,35,3,1350,62543382,366021,4450717,126194.2788652162
300,35,3,1935,53823877,473498,4381611,137905.20493741086
250,35,3,2282,52884893,470714,4378612,124551.2825818575
200,35,3,2921,54130236,469398,4357768,125108.46639963874
150,35,3,3123,43403902,617841,4352123,137769.84676286636
100,35,3,4197,38820124,748939,4351036,132475.67190042665
50,35,3,6065,28483913,1086643,4353311,133018.65418464394
31,35,3,7111,21076238,1459458,4367771,139230.3698275046
25,35,3,7755,18739782,1641279,4374603,139145.8078659075
20,35,3,8605,16870531,1816970,4384525,149092.94167607874
10,35,3,9303,9779564,2721725,4473426,137818.86221378055
1000,35,2,1223,114958644,132699,4562295,133145.37610085873
500,35,2,1620,76040125,308528,4452264,121322.44573531486
300,35,2,2318,65239270,316105,4390310,126886.20160352287
250,35,2,2338,54812412,424419,4375810,131810.77180791326
200,35,2,2740,51361152,471983,4361433,132332.98740480538
150,35,2,3459,48563278,525121,4349458,137747.93825327666
100,35,2,4067,37967098,758714,4351997,126431.76585927882
50,35,2,6062,28671099,1048784,4351119,121631.15465073238
31,35,2,7166,21355831,1430620,4366505,127191.07454550284
25,35,2,6847,16615596,1746512,4368171,140264.9252352872
20,35,2,7697,15145764,1926168,4396288,128750.16341782724
10,35,2,9554,10065460,2666798,4472045,133825.41301433442
1000,30,50,1163,27354729,1717412,4549650,152545.3474196909
500,30,50,1093,25007845,1792300,4547834,143130.2120061688
300,30,50,1103,22640436,1826755,4515822,144706.77279923722
250,30,50,1149,21989061,1835202,4497586,149617.4270418011
200,30,50,1260,20966872,1880073,4481609,152072.74965690656
150,30,50,1591,20559945,1894361,4464977,147218.72824400652
100,30,50,2330,20119290,1923430,4451229,141103.0418617537
50,30,50,3629,15980981,2201240,4445943,137433.72109739427
31,30,50,4996,13968110,2433976,4455679,133907.19550033563
25,30,50,6135,14036843,2473561,4463315,137179.9236102758
20,30,50,6422,11977419,2689821,4468653,127420.31886947894
10,30,50,9573,9742458,3158393,4516330,144755.53035827575
1000,30,40,1090,30169043,1546680,4539994,150819.78991381178
500,30,40,1012,26168401,1602906,4524191,151235.94512496184
300,30,40,1058,23628873,1679290,4485521,153622.96535606094
250,30,40,1030,20854690,1783249,4472494,150955.28892982594
200,30,40,1263,21391342,1766882,4465455,148068.4422619502
150,30,40,1658,21375415,1763746,4449186,150273.82037062358
100,30,40,2302,19801133,1860148,4440935,145952.34139851696
50,30,40,3925,17216881,2059116,4426189,138056.3581946506
31,30,40,5297,14758090,2302075,4444290,135098.78062681068
25,30,40,6093,13896837,2409952,4456815,147657.6480636887
20,30,40,6489,12065532,2615232,4465210,142649.03074121932
10,30,40,9368,9516494,3127457,4508497,145636.09351756735
1000,30,30,936,32234758,1312129,4534873,150373.01514970415
500,30,30,962,29458620,1338974,4493561,147206.62849456287
300,30,30,1114,27144020,1382941,4454445,139155.20621141754
250,30,30,1200,25252714,1458403,4441230,145979.23967904964
200,30,30,1381,23598560,1545876,4436421,151672.7154301747
150,30,30,1930,24776822,1480990,4422947,136915.2115021606
100,30,30,2387,20431046,1716072,4417246,141600.29388834542
50,30,30,3751,16386062,2011170,4420613,136275.22625738758
31,30,30,5616,15583361,2146767,4426174,141366.2626326347
25,30,30,5766,13103859,2386556,4442899,138621.0677792383
20,30,30,6426,11910051,2547800,4446576,125871.9937879084
10,30,30,9217,9339519,3068234,4504117,137928.4381083003
1000,30,25,815,32555481,1191472,4531424,142102.71615147177
500,30,25,836,29528427,1263189,4476728,151080.44284418438
300,30,25,1062,26796332,1375810,4443317,147547.07545349238
250,30,25,1087,23105251,1479231,4429771,146604.41517999454
200,30,25,1451,24764323,1424091,4416880,142656.27837249418
150,30,25,1789,22911410,1492120,4410410,147317.92379663218
100,30,25,2312,19734734,1677757,4401756,145628.8677097999
50,30,25,4197,18278433,1870726,4406222,125165.94201614335
31,30,25,5655,15654184,2103818,4414901,130166.54839735651
25,30,25,6207,14070442,2269596,4430404,134562.58025016027
20,30,25,7036,13007758,2436113,4439130,134205.63341912915
10,30,25,8786,8890863,3068226,4502340,139068.0270344066
1000,30,20,709,35197363,1014395,4530417,154485.1221013973
500,30,20,703,28096771,1204964,4476327,130982.45932578454
300,30,20,1145,29192871,1178203,4429283,138607.1587958849
250,30,20,1204,25619141,1295381,4422926,142316.938016689
200,30,20,1523,25935040,1295990,4407762,139211.4070816026
150,30,20,2210,28211276,1246176,4396728,133319.96119410085
100,30,20,2714,23093754,1473640,4389299,128276.03731437933
50,30,20,3817,16592366,1874211,4398782,131258.17112113006
31,30,20,5430,14999221,2074058,4408703,136708.1015223713
25,30,20,6849,15488265,2108465,4413688,133735.63802994677
20,30,20,7143,13178641,2343670,4427242,135371.1816250072
10,30,20,9482,9577669,2942739,4488307,145559.14171753556
1000,30,15,523,35959953,927495,4544418,131015.03704131026
500,30,15,794,34941181,925905,4471099,133604.26621793144
300,30,15,1355,36029936,955965,4432274,146858.99411160956
250,30,15,1261,27925519,1212816,4417451,142252.70981237004
200,30,15,1770,31342895,1098602,4406018,146031.8146377401
150,30,15,1982,26281293,1281816,4384695,143257.69777564876
100,30,15,2845,25089799,1355151,4374777,129703.58382825917
50,30,15,4564,20459075,1641129,4376800,128258.18975883101
31,30,15,5901,16743172,1937472,4401646,141927.6009886249
25,30,15,7098,16456731,1986546,4388311,129437.97776149977
20,30,15,7712,14548765,2187004,4414485,144990.6074152667
10,30,15,8836,9050417,2961715,4487220,157801.98498587144
1000,30,10,509,47341321,645408,4554862,139413.19139276573
500,30,10,848,40190710,818238,4469460,139488.63788883592
300,30,10,1476,41983076,820389,4416245,138928.1807898959
250,30,10,1480,34979053,956928,4409994,135568.85899435016
200,30,10,1883,35555934,976519,4382329,130331.8040897039
150,30,10,2294,32384223,1062044,4379329,137662.4105910731
100,30,10,2978,27879145,1216235,4367285,130648.33283363383
50,30,10,4586,21673743,1544357,4362232,126028.40564358867
31,30,10,6007,17851736,1822709,4374915,122444.13566606869
25,30,10,7184,17395901,1894735,4383208,133338.77017348373
20,30,10,8124,15933623,2047102,4392150,124651.38040334349
10,30,10,9811,10288241,2783887,4468987,135052.8713243368
1000,30,5,620,58840691,448693,4568861,131174.45730267055
500,30,5,1325,62870849,465942,4457568,138461.7100211584
300,30,5,1666,47318770,589266,4395703,130976.88694850286
250,30,5,1958,46319890,600916,4388132,132709.0791261005
200,30,5,2171,41034547,700316,4365866,137929.03097977318
150,30,5,2658,37614931,799682,4351057,126466.82927258777
100,30,5,3640,34229338,896410,4358324,135467.09081502407
50,30,5,4935,23453603,1354747,4351404,117638.75332388561
31,30,5,6690,20015441,1598217,4371928,123101.63496796426
25,30,5,7350,17905977,1767324,4377314,121917.77379929136
20,30,5,7775,15344226,1992021,4391018,133356.07896574348
10,30,5,9707,10233763,2716246,4462827,137585.2237056454
1000,30,3,810,75020355,239932,4559247,131217.2055506876
500,30,3,1264,58588468,385978,4451317,132640.65189568774
300,30,3,1889,52540723,465449,4376801,130678.57284619033
250,30,3,2329,53968231,437063,4374089,135242.61290660925
200,30,3,2403,44558229,568187,4371715,129010.25957845917
150,30,3,3061,42543048,657316,4354413,145422.06184730178
100,30,3,4199,38834013,759616,4348139,135608.86838148418
50,30,3,6065,28483915,1086643,4353311,133018.2944884145
31,30,3,7111,21076246,1459458,4367771,139230.36982737557
25,30,3,7755,18739782,1641279,4374603,139145.8078659075
20,30,3,8605,16870532,1816970,4384525,149092.94167607874
10,30,3,9303,9779564,2721725,4473426,137818.86221378055
1000,30,2,980,92035682,174763,4560183,124873.64332659906
500,30,2,1509,70820068,308977,4449186,123363.37925820988
300,30,2,2646,74479486,253259,4381429,122571.79306810816
250,30,2,2457,57596868,390896,4365489,135927.72297510965
200,30,2,2862,53637444,462883,4357966,138292.25876952443
150,30,2,2951,41411470,660976,4357612,123098.49206870157
100,30,2,4039,37697082,761582,4351729,126425.2806790387
50,30,2,6062,28671099,1048784,4351119,121631.15465087716
31,30,2,7166,21355831,1430620,4366505,127191.07454564623
25,30,2,6847,16615596,1746512,4368171,140264.9252352872
20,30,2,7697,15145764,1926168,4396288,128750.16341782724
10,30,2,9554,10065460,2666798,4472045,133825.41301433442
1000,25,50,1367,26032173,1779331,4537188,138151.94193667098
500,25,50,1317,24337722,1803739,4537812,154113.38208184732
300,25,50,1326,22881597,1830512,4510284,142303.0735170533
250,25,50,1405,23276724,1809639,4492507,145515.80722021207
200,25,50,1434,21809652,1862127,4481857,147739.52566889636
150,25,50,1546,19457906,1960610,4463252,148615.70924621462
100,25,50,2192,18902207,1975398,4450570,139403.20884665192
50,25,50,3286,14473912,2322329,4449142,148520.64310731678
31,25,50,5132,14346135,2414201,4456288,134212.11266486766
25,25,50,6135,14036843,2473561,4463315,137179.9236102758
20,25,50,6422,11977419,2689821,4468653,127420.31886947894
10,25,50,9573,9742458,3158393,4516330,144755.53035827575
1000,25,40,1204,27045276,1656684,4532256,144484.92219878078
500,25,40,1335,27314771,1584471,4512711,157141.19830626537
300,25,40,1251,23991423,1680211,4479416,147063.2213473008
250,25,40,1308,23430942,1701396,4475864,149122.6287121484
200,25,40,1372,21942259,1753491,4463555,149345.13845639414
150,25,40,1721,21875757,1755645,4452513,155029.47657565167
100,25,40,2358,20275799,1822157,4444652,146858.9708895555
50,25,40,3852,16895550,2077408,4429503,141151.02317810757
31,25,40,5297,14758090,2302075,4444290,135098.78062681068
25,25,40,6093,13896837,2409952,4456815,147657.6480636887
20,25,40,6489,12065532,2615232,4465210,142649.03074121932
10,25,40,9368,9516494,3127457,4508497,145636.09351756735
1000,25,30,1184,32513732,1301429,4529805,147626.5329684631
500,25,30,1058,26899238,1438357,4490116,145645.6970723205
300,25,30,1268,28007727,1391120,4454696,141883.0744073967
250,25,30,1227,24749441,1508369,4437312,147420.98198128276
200,25,30,1481,24905365,1492425,4429669,147160.35207989375
150,25,30,1727,22111563,1632948,4419812,142608.08923741555
100,25,30,2501,21401153,1706595,4412774,134571.39583129948
50,25,30,3958,17288190,1969680,4408290,133031.32459498756
31,25,30,5616,15583361,2146767,4426174,141366.2626326347
25,25,30,5766,13103859,2386556,4442899,138621.0677792383
20,25,30,6426,11910051,2547800,4446576,125871.9937879084
10,25,30,9217,9339519,3068234,4504117,137928.4381083003
1000,25,25,999,32453276,1217117,4523603,144903.73965444503
500,25,25,895,26777568,1357966,4483583,155644.83684270387
300,25,25,1264,30260294,1231387,4440362,145174.38175579338
250,25,25,1181,24614897,1422900,4430751,144580.8511638176
200,25,25,1511,25636123,1391174,4423575,140998.7768361233
150,25,25,1839,23520013,1477581,4405701,149573.2747891764
100,25,25,2546,21719451,1589544,4398257,144925.38276375117
50,25,25,3982,17346114,1890089,4401478,127563.21024506477
31,25,25,5655,15654186,2103818,4414901,130166.5483973334
25,25,25,6207,14070441,2269596,4430404,134562.58025016027
20,25,25,7036,13007758,2436113,4439130,134205.63341912915
10,25,25,8786,8890863,3068226,4502340,139068.0270344066
1000,25,20,877,35531512,1045318,4526399,150466.9311568387
500,25,20,836,30193712,1150408,4468442,139412.8127222819
300,25,20,1102,27736896,1244303,4428195,136504.21668984776
250,25,20,1305,27616645,1229635,4425149,138034.5876760445
200,25,20,1413,24041354,1377103,4402989,135133.83090431837
150,25,20,1978,25259821,1335482,4398459,135434.82113462334
100,25,20,2556,21747832,1533850,4392490,127311.61126502516
50,25,20,4070,17685093,1814663,4397728,130300.13003883643
31,25,20,5430,14999221,2074058,4408703,136708.1015223713
25,25,20,6849,15488265,2108465,4413688,133735.63802994677
20,25,20,7143,13178641,2343670,4427242,135371.1816250072
10,25,20,9482,9577669,2942739,4488307,145559.14171753556
1000,25,15,611,36680607,952848,4541753,137125.54405326647
500,25,15,835,35793390,944219,4471827,134175.79801307546
300,25,15,1118,29657860,1119099,4437347,147037.43886873315
250,25,15,1337,29577818,1135040,4414152,139732.28526742035
200,25,15,1601,28334306,1182457,4398974,140714.08751971295
150,25,15,2155,28582687,1199290,4379420,138549.4392544825
100,25,15,2356,20765280,1540425,4381201,131509.04226519214
50,25,15,4349,19491778,1680515,4379297,129448.50378076278
31,25,15,5901,16743172,1937472,4401646,141927.6009886249
25,25,15,7098,16456731,1986546,4388311,129437.97776149977
20,25,15,7712,14548765,2187004,4414485,144990.6074152667
10,25,15,8836,9050417,2961715,4487220,157801.98498587144
1000,25,10,563,49776576,632805,4555071,138217.36852405593
500,25,10,813,38421190,862180,4474199,137916.35330648432
300,25,10,1486,42219288,804077,4415862,141852.7062072188
250,25,10,1619,38270711,914935,4405491,139650.22271036805
200,25,10,1779,33560404,1045536,4381172,137140.89929454852
150,25,10,1885,26544607,1237442,4389021,131682.38007430034
100,25,10,3012,28200858,1203208,4365506,121783.15884387234
50,25,10,5024,23767758,1470659,4360109,121910.03122881945
31,25,10,6007,17851737,1822709,4374915,122444.13566606869
25,25,10,7184,17395901,1894735,4383208,133338.77017348373
20,25,10,8124,15933623,2047102,4392150,124651.38040334349
10,25,10,9811,10288241,2783887,4468987,135052.8713243368
1000,25,5,635,60109948,423624,4570066,127904.72409132372
500,25,5,1158,54877807,538403,4465521,139518.54277567493
300,25,5,1817,51632148,558369,4391617,131596.36714095698
250,25,5,1970,46605858,654993,4387076,128407.93234506219
200,25,5,2135,40351547,730095,4366586,136054.30955683073
150,25,5,2616,37010387,800552,4358029,135357.38626257886
100,25,5,3289,30907670,979148,4354592,137768.38955119118
50,25,5,4949,23518025,1352458,4350629,116742.8701914457
31,25,5,6690,20015441,1598217,4371928,123101.63496796426
25,25,5,7350,17905977,1767324,4377314,121917.77379929136
20,25,5,7775,15344225,1992021,4391018,133356.07896574348
10,25,5,9707,10233763,2716246,4462827,137585.2237056454
1000,25,3,858,79432351,248136,4564551,133060.84687892967
500,25,3,1253,58041260,410274,4453242,135783.40957990818
300,25,3,1950,54243990,421763,4381171,133019.86428108416
250,25,3,2192,50810076,508013,4370504,124859.86900046178
200,25,3,2228,41322457,652292,4368261,128587.06943260346
150,25,3,3105,43152412,615772,4356954,133351.26987721873
100,25,3,3847,35588511,789090,4348496,135311.40173416125
50,25,3,5696,26747413,1159637,4355991,129128.05575449951
31,25,3,7111,21076240,1459458,4367771,139230.3698274837
25,25,3,7755,18739782,1641279,4374603,139145.8078659075
20,25,3,8605,16870532,1816970,4384525,149092.94167607874
10,25,3,9303,9779564,2721725,4473426,137818.86221378055
1000,25,2,1023,96038490,161138,4560073,129412.72250193544
500,25,2,1741,81701495,263181,4451423,126270.75785482011
300,25,2,2122,59716537,364939,4385376,134785.5332416389
250,25,2,2695,63188581,351381,4372700,129985.65084733558
200,25,2,2992,56072618,404516,4364379,138700.5618544021
150,25,2,3314,46523747,557946,4345771,131364.5792435304
100,25,2,4597,42918090,641821,4342491,123097.15348895876
50,25,2,6061,28663205,1060643,4351612,121216.36926258133
31,25,2,7166,21355831,1430620,4366505,127191.07454550284
25,25,2,6847,16615596,1746512,4368171,140264.9252352872
20,25,2,7697,15145764,1926168,4396288,128750.16341782724
10,25,2,9554,10065460,2666798,4472045,133825.41301433442
1000,20,50,1762,25184656,1809877,4520808,150392.8242756483
500,20,50,1651,23116896,1874482,4526764,148787.99580425324
300,20,50,1717,22953151,1862280,4509162,141262.47237478453
250,20,50,1605,21204992,1915204,4490037,144012.80011329902
200,20,50,1518,19262946,2014638,4477463,145082.34335573713
150,20,50,1786,20270434,1956027,4460551,143735.60947469622
100,20,50,2076,17647388,2063976,4453968,139849.51923130138
50,20,50,3747,16498907,2189707,4447068,143230.70907280224
31,20,50,4813,13456553,2458587,4454874,146594.0473139204
25,20,50,5776,13216443,2519903,4465699,140804.1865083718
20,20,50,6422,11977419,2689821,4468653,127420.31886947894
10,20,50,9573,9742458,3158393,4516330,144755.53035827575
1000,20,40,1710,27477936,1648821,4513509,145098.03110130943
500,20,40,1625,24960609,1719577,4511820,151882.06509978112
300,20,40,1648,24106051,1709694,4476657,144866.7586404969
250,20,40,1619,22998327,1759187,4476011,142480.5763193804
200,20,40,1543,20873575,1850091,4459298,148441.6058064679
150,20,40,1830,21560127,1810700,4450236,153439.12510818604
100,20,40,2212,18868292,1941188,4446108,152505.94753978762
50,20,40,3707,16264863,2112623,4430277,138557.8466036421
31,20,40,5040,14046314,2351411,4448265,137398.57764109972
25,20,40,6139,14001940,2415633,4458300,147153.14656664812
20,20,40,6489,12065532,2615232,4465210,142649.03074121932
10,20,40,9368,9516494,3127457,4508497,145636.09351756735
1000,20,30,1602,32445841,1314474,4505842,137204.18677720233
500,20,30,1289,25014430,1540520,4481533,149347.11936652806
300,20,30,1203,22193258,1653091,4451872,137293.0453720672
250,20,30,1369,23767332,1585165,4442942,143751.13976518004
200,20,30,1389,21668489,1661073,4440636,146805.90495106025
150,20,30,1862,23374596,1592701,4424026,140860.95648294213
100,20,30,2339,19957222,1755890,4419909,136565.31904586934
50,20,30,3959,17291971,1980604,4406058,135742.89475643227
31,20,30,5756,15972967,2128639,4426011,130355.24511894064
25,20,30,6106,13873993,2321960,4438422,135115.626965665
20,20,30,6426,11910051,2547800,4446576,125871.9937879084
10,20,30,9217,9339519,3068234,4504117,137928.4381083003
1000,20,25,1425,34271420,1182632,4516779,142834.398634634
500,20,25,1326,30124079,1277288,4473471,144047.32303557376
300,20,25,1375,28544482,1318182,4444185,136313.1369086412
250,20,25,1296,24869395,1457905,4427514,137800.6168167325
200,20,25,1342,22064149,1556741,4415215,146785.07167131166
150,20,25,1888,23911079,1476056,4400141,141043.89525868773
100,20,25,2799,23850208,1495563,4397889,138296.46958117833
50,20,25,3651,15910869,1961944,4409718,134116.64689388138
31,20,25,4891,13545247,2248904,4424276,130790.05036417834
25,20,25,6207,14070441,2269596,4430404,134562.58025016027
20,20,25,7036,13007758,2436113,4439130,134205.63341912915
10,20,25,8786,8890863,3068226,4502340,139068.0270344066
1000,20,20,1105,35401198,1056579,4518550,155311.93799118765
500,20,20,998,30794574,1149258,4470664,133508.58015574003
300,20,20,1128,26998732,1288900,4429625,140544.52104900382
250,20,20,1354,27934737,1258215,4417327,145364.37076512602
200,20,20,1488,24981918,1365180,4411067,136000.62275360528
150,20,20,2099,26729105,1307501,4392376,133810.2683347345
100,20,20,2822,24002000,1432209,4382476,135470.96644267015
50,20,20,4271,18557877,1793588,4385422,131219.86912981575
31,20,20,6277,17332713,1926489,4393361,130945.36685919356
25,20,20,6849,15488265,2108465,4413688,133735.63802994677
20,20,20,7143,13178641,2343670,4427242,135371.1816250072
10,20,20,9482,9577669,2942739,4488307,145559.14171753556
1000,20,15,747,36216925,982907,4528540,135719.2948614145
500,20,15,944,37438439,923767,4466412,125038.78862382387
300,20,15,1161,30335244,1144841,4432438,139861.7282780588
250,20,15,1357,29827325,1151686,4420497,130910.18723558958
200,20,15,1452,25613358,1319769,4401722,135037.2706116821
150,20,15,1859,24621245,1350809,4395835,133934.37117888973
100,20,15,2601,22924752,1451490,4378768,138084.38124873777
50,20,15,3941,17660034,1787243,4394629,127914.51395038293
31,20,15,5703,16180670,1949463,4396158,128704.48150426162
25,20,15,7120,16508447,1986736,4388744,129649.78937206844
20,20,15,7712,14548765,2187004,4414485,144990.6074152667
10,20,15,8836,9050417,2961715,4487220,157801.98498587144
1000,20,10,586,44776723,741724,4546060,138746.66920928456
500,20,10,920,42816371,790955,4468011,129038.82367874218
300,20,10,1365,38638483,907951,4415305,132888.4437532843
250,20,10,1431,33723360,1015350,4409090,133164.98807795174
200,20,10,1723,32465859,1105904,4379720,131501.60191511828
150,20,10,2344,33075324,1051094,4380874,135412.4594207095
100,20,10,2790,26095505,1291210,4375380,128678.58855759866
50,20,10,5125,24245289,1426063,4358170,125210.73441744139
31,20,10,6207,18448886,1782255,4372443,124115.99202723618
25,20,10,7171,17364645,1896275,4383317,133399.63652577318
20,20,10,8124,15933623,2047102,4392150,124651.38040334349
10,20,10,9811,10288241,2783887,4468987,135052.8713243368
1000,20,5,662,61825253,406328,4569095,144164.17414430456
500,20,5,1106,52272187,567733,4458581,133893.1150137924
300,20,5,1622,46018682,623670,4395946,133783.97981437892
250,20,5,1949,46077135,608171,4384918,136151.688713259
200,20,5,2229,42104359,689730,4362596,128419.2168354048
150,20,5,2552,36085516,817624,4345642,136420.6639895801
100,20,5,3795,35689053,895014,4347991,138615.97970584792
50,20,5,4864,23113253,1377605,4364700,126862.29027181162
31,20,5,7245,21686970,1513890,4365880,128057.07439798494
25,20,5,7350,17905976,1767324,4377314,121917.77379929136
20,20,5,7775,15344225,1992021,4391018,133356.07896574348
10,20,5,9707,10233763,2716246,4462827,137585.2237056454
1000,20,3,776,71524209,269617,4567327,124802.26931956635
500,20,3,1432,66269042,318465,4444752,122979.04518975767
300,20,3,1693,47088883,557216,4380031,132153.66867051323
250,20,3,2348,54390394,444515,4366496,123439.1119323374
200,20,3,2638,48901517,520821,4356768,125853.15672715822
150,20,3,3292,45742383,579298,4348668,133388.81865485106
100,20,3,3877,35863510,793417,4350489,137005.45591742825
50,20,3,6419,30147889,1011563,4347702,128241.8605723963
31,20,3,7142,21168537,1479270,4362203,136000.8275284118
25,20,3,7755,18739782,1641279,4374603,139145.8078659075
20,20,3,8605,16870531,1816970,4384525,149092.94167607874
10,20,3,9303,9779564,2721725,4473426,137818.86221378055
1000,20,2,992,93020803,201927,4551781,131302.5528101383
500,20,2,1446,67818128,318335,4451364,119095.33269402187
300,20,2,2040,57406162,418004,4383757,128378.33287890948
250,20,2,2693,63122287,344660,4374223,132132.59908643545
200,20,2,3027,56734024,407511,4357007,129919.63491882318
150,20,2,3708,52061646,519308,4341559,128994.51657966571
100,20,2,4735,44217377,630894,4343096,123576.36466285333
50,20,2,6918,32728929,922592,4347498,116302.50572067904
31,20,2,7413,22095113,1391892,4364735,129839.94196278541
25,20,2,7065,17148452,1720396,4367216,140800.28182738431
20,20,2,7697,15145764,1926168,4396288,128750.16341782724
10,20,2,9554,10065460,2666798,4472045,133825.41301433442
1000,15,50,2029,21007491,2019174,4507564,145016.36234310386
500,15,50,2127,21491260,1991872,4516774,146996.92464065712
300,15,50,1964,19344555,2068326,4494175,136270.77083546796
250,15,50,2037,20196693,2004127,4484255,149318.72412513863
200,15,50,2431,23775642,1851891,4481355,144349.7362153622
150,15,50,2333,21620492,1931546,4464041,143949.98601501508
100,15,50,2327,18209685,2119465,4462968,139562.315423545
50,15,50,3632,15928687,2258122,4451636,136846.92053646038
